yas,gelir,toplam_borc,kredi_notu,calisma_suresi,ev_durumu,risk_durumu
36,29401.41,28141.38,770,12,Aile,1
29,54191.61,7795.03,431,5,Ev Sahibi,1
26,29198.77,20107.14,386,20,Aile,1
24,35643.47,12371.05,482,5,Kiraci,1
45,73710.47,19825.5,667,8,Kiraci,0
31,42139.76,10647.09,428,15,Aile,1
48,48261.49,13697.66,545,10,Ev Sahibi,1
36,58051.02,15327.35,677,6,Aile,0
64,52435.23,6982.5,448,9,Ev Sahibi,1
33,47256.28,20926.59,732,9,Ev Sahibi,1
22,50474.42,10894.29,768,24,Aile,0
52,81051.23,13171.2,745,19,Ev Sahibi,0
29,44135.72,7045.21,780,17,Kiraci,0
42,48016.49,0.0,593,23,Aile,0
38,60759.82,13471.78,442,19,Ev Sahibi,1
53,61582.89,34300.92,549,8,Kiraci,1
40,62805.45,21276.83,601,14,Aile,0
33,54580.95,14845.92,324,3,Kiraci,1
56,27854.93,12896.87,369,7,Kiraci,1
62,69501.47,15179.73,411,8,Kiraci,1
59,27804.82,19376.95,663,12,Ev Sahibi,1
56,49539.53,5553.5,602,8,Aile,0
31,33685.86,23914.57,770,3,Aile,1
48,44037.92,20723.05,390,16,Ev Sahibi,1
22,49931.44,20745.49,829,15,Aile,1
52,49820.36,18507.81,491,14,Kiraci,1
40,51328.81,15156.93,541,2,Aile,1
46,69205.67,20382.89,437,24,Ev Sahibi,1
60,51803.01,19734.51,644,19,Kiraci,0
28,41337.65,12167.67,479,4,Ev Sahibi,1
35,59461.31,10411.19,802,22,Kiraci,0
64,62842.06,15814.85,502,4,Kiraci,1
29,26585.88,27392.16,491,19,Aile,1
26,53961.0,5087.14,304,14,Kiraci,1
27,55517.59,3259.8,536,17,Ev Sahibi,1
61,40536.55,16318.09,610,14,Aile,1
34,65635.6,15407.1,848,1,Ev Sahibi,0
55,42749.17,16386.73,355,12,Kiraci,1
24,46883.65,16951.63,742,3,Ev Sahibi,0
63,42403.92,13214.38,536,9,Ev Sahibi,1
30,45233.69,26918.91,496,12,Kiraci,1
57,28555.87,2192.77,813,9,Aile,0
59,23399.24,8372.02,748,8,Ev Sahibi,0
26,68917.58,14173.96,659,7,Kiraci,0
44,32295.58,1854.49,329,2,Aile,1
19,30129.11,13593.16,407,15,Aile,1
22,15000.0,28291.76,744,13,Aile,1
46,35415.57,15167.09,737,8,Ev Sahibi,1
54,25153.65,16845.61,756,20,Ev Sahibi,1
55,69630.23,4918.68,794,10,Ev Sahibi,0
36,60147.26,10069.11,546,2,Aile,1
25,34677.74,11998.43,842,4,Ev Sahibi,0
62,78786.54,12458.28,738,9,Kiraci,0
18,59726.48,25253.15,577,12,Ev Sahibi,1
39,40127.53,19461.53,410,3,Ev Sahibi,1
34,15000.0,6108.34,684,23,Aile,1
24,79364.14,16972.04,490,12,Ev Sahibi,1
42,24156.41,18985.77,789,11,Kiraci,1
62,20319.02,24121.19,725,4,Aile,1
21,60338.56,27644.33,704,9,Kiraci,1
53,81596.29,6879.25,634,23,Aile,0
23,65764.09,8513.14,508,8,Aile,1
48,53458.64,4939.38,321,19,Ev Sahibi,1
36,53921.32,13127.84,507,6,Kiraci,1
61,57801.23,18730.87,307,1,Aile,1
56,56383.93,22898.68,828,21,Ev Sahibi,1
44,49217.87,14392.39,465,23,Aile,1
27,46563.02,12441.22,795,22,Aile,0
43,44061.1,16214.06,728,6,Aile,0
36,33690.53,8318.86,462,7,Aile,1
56,40789.87,31716.31,665,6,Aile,1
20,19605.65,2138.71,825,20,Aile,0
62,43524.91,16477.92,538,22,Ev Sahibi,1
30,30171.13,31188.85,371,13,Aile,1
45,28446.16,15054.4,744,18,Kiraci,1
37,47698.41,13479.69,808,4,Ev Sahibi,0
45,65880.03,12140.44,568,22,Kiraci,1
25,58774.75,13556.87,714,24,Aile,0
58,21442.49,25982.79,544,17,Kiraci,1
56,30155.58,0.0,359,19,Aile,1
18,59111.57,27267.47,305,11,Aile,1
20,30262.69,3608.34,706,22,Ev Sahibi,0
30,41630.5,12866.78,516,16,Ev Sahibi,1
45,53250.78,11566.04,325,12,Aile,1
42,30474.83,19708.43,304,1,Ev Sahibi,1
50,46580.63,2215.01,831,24,Kiraci,0
55,24989.62,18697.38,689,12,Ev Sahibi,1
23,35979.49,31194.48,747,6,Ev Sahibi,1
61,49796.73,4094.61,445,9,Kiraci,1
62,21105.09,16517.65,687,22,Ev Sahibi,1
49,51607.12,9704.14,548,5,Aile,1
62,44705.43,18407.1,825,2,Kiraci,1
64,53287.35,15153.18,761,2,Aile,0
38,48358.71,9868.1,312,17,Kiraci,1
33,65462.11,18902.98,683,10,Aile,0
38,46878.37,29434.78,698,21,Aile,1
28,38558.92,13472.77,318,19,Ev Sahibi,1
54,46834.46,20758.06,790,4,Aile,1
53,53149.47,4653.82,718,18,Ev Sahibi,0
52,45732.9,7348.51,636,21,Kiraci,0
36,45608.88,18779.25,718,18,Aile,1
37,34470.12,26872.93,421,14,Aile,1
35,35056.49,17844.91,731,15,Kiraci,1
64,23960.92,12495.54,343,23,Kiraci,1
58,71243.65,14994.33,616,8,Aile,0
31,26342.05,4996.74,680,3,Kiraci,0
32,34606.42,19836.12,444,14,Ev Sahibi,1
48,34223.89,22058.66,626,24,Kiraci,1
18,58423.87,11383.28,662,11,Kiraci,0
20,40575.75,11239.66,349,22,Aile,1
33,63716.13,17127.03,364,2,Ev Sahibi,1
40,34897.64,11506.24,654,22,Kiraci,0
28,49184.91,14470.94,463,13,Ev Sahibi,1
29,32469.79,31797.77,440,16,Ev Sahibi,1
27,77177.24,13023.79,427,18,Ev Sahibi,1
49,27186.02,12133.28,697,5,Aile,1
33,49647.31,9819.67,762,3,Kiraci,0
25,54506.65,20953.54,486,6,Aile,1
55,51206.99,13550.21,489,18,Kiraci,1
29,42220.69,9805.02,687,16,Kiraci,0
41,43052.69,25570.43,728,24,Aile,1
45,45657.17,26356.82,583,15,Ev Sahibi,1
25,42794.97,10196.61,536,14,Ev Sahibi,1
45,59458.19,67.68,493,21,Kiraci,1
53,78157.85,23060.11,586,7,Aile,0
43,36637.62,9522.96,435,18,Ev Sahibi,1
25,24452.96,21325.0,470,7,Ev Sahibi,1
45,43675.77,0.0,458,17,Kiraci,1
45,83695.64,22140.78,500,15,Kiraci,1
54,32944.88,5310.62,786,19,Aile,0
58,69586.75,20846.11,803,18,Kiraci,0
53,70165.51,15114.18,670,9,Ev Sahibi,0
44,36696.18,7368.48,402,16,Ev Sahibi,1
34,53534.75,11743.71,424,12,Ev Sahibi,1
26,69425.95,20490.55,612,12,Ev Sahibi,0
50,39313.08,15847.16,757,6,Aile,1
37,41946.29,19675.3,529,9,Aile,1
30,36274.79,30811.52,496,1,Kiraci,1
45,29778.65,2486.07,722,3,Kiraci,0
46,35260.84,27937.7,470,24,Kiraci,1
30,26640.9,15834.85,681,5,Aile,1
63,45511.25,7809.73,472,23,Ev Sahibi,1
52,33450.4,4357.49,752,17,Kiraci,0
23,48506.79,13487.04,649,22,Ev Sahibi,0
35,21661.57,22373.2,793,5,Kiraci,1
22,49963.2,13979.61,303,24,Kiraci,1
64,57502.93,27089.24,392,22,Kiraci,1
42,15093.97,3390.59,305,16,Kiraci,1
19,50610.85,14903.29,587,13,Kiraci,0
27,63415.03,4980.85,445,23,Ev Sahibi,1
47,26855.38,17909.06,723,10,Kiraci,1
62,70088.59,22095.1,756,18,Ev Sahibi,0
22,51285.29,11633.91,501,1,Aile,1
50,34424.82,0.0,511,2,Kiraci,1
18,44163.46,16591.59,305,10,Ev Sahibi,1
35,53374.9,18493.91,675,5,Aile,0
49,46140.08,18234.36,746,13,Aile,0
64,53081.34,24886.26,405,18,Aile,1
28,31189.9,6431.57,700,15,Ev Sahibi,0
38,47540.41,20441.73,395,20,Kiraci,1
43,23794.28,24540.06,687,21,Kiraci,1
42,43331.61,771.3,751,23,Ev Sahibi,0
39,31441.39,17557.21,715,6,Kiraci,1
44,33967.05,10966.56,803,7,Ev Sahibi,0
30,63541.4,14347.82,753,18,Kiraci,0
50,61369.65,17781.41,590,19,Aile,0
51,54137.07,11102.17,833,15,Kiraci,0
58,28615.31,9594.34,492,21,Ev Sahibi,1
52,40253.87,15273.22,449,6,Ev Sahibi,1
18,63196.47,6302.03,814,8,Aile,0
38,47125.75,6313.4,692,12,Ev Sahibi,0
23,79789.94,20434.99,615,0,Kiraci,0
45,50899.77,5809.65,375,7,Kiraci,1
34,47880.74,20330.5,569,23,Aile,1
22,40363.25,18700.73,524,21,Ev Sahibi,1
48,47003.11,1193.55,829,3,Aile,0
22,42712.95,9579.48,412,2,Kiraci,1
55,55621.63,24552.88,550,2,Aile,1
20,59350.53,7150.68,532,21,Ev Sahibi,1
40,33210.16,11284.77,382,12,Aile,1
54,25031.51,18696.49,424,7,Ev Sahibi,1
54,17456.92,21267.12,474,6,Ev Sahibi,1
27,52619.87,12987.69,368,0,Kiraci,1
27,28449.5,10219.92,346,15,Kiraci,1
36,15000.0,26378.96,555,5,Kiraci,1
34,50828.68,28911.2,329,6,Ev Sahibi,1
38,82394.99,22830.86,580,11,Aile,0
31,44908.94,15682.55,536,22,Ev Sahibi,1
26,57577.36,8533.87,547,8,Kiraci,1
63,46227.44,8356.44,667,10,Kiraci,0
18,43516.66,19180.11,794,9,Aile,1
62,58786.15,18347.19,324,20,Kiraci,1
30,40645.88,26212.79,789,0,Kiraci,1
21,49010.88,20203.6,793,17,Kiraci,1
18,49825.47,2975.36,613,3,Aile,0
57,34978.64,23415.58,674,4,Ev Sahibi,1
49,59880.64,7015.51,324,8,Kiraci,1
51,42375.6,11928.23,633,16,Aile,0
45,33663.82,17001.6,654,2,Kiraci,1
48,53047.65,30965.34,415,15,Aile,1
25,31522.98,39879.35,347,4,Kiraci,1
56,45422.72,19853.78,398,15,Aile,1
43,44863.22,13534.43,758,2,Kiraci,0
51,61288.43,19276.05,822,19,Ev Sahibi,0
20,52120.47,22101.24,704,14,Kiraci,1
29,44624.6,12434.66,513,2,Aile,1
18,57266.49,29361.69,802,19,Kiraci,1
61,65853.11,16840.57,747,13,Ev Sahibi,0
22,53367.15,18981.94,557,15,Kiraci,1
47,45155.29,20327.39,420,16,Aile,1
47,25322.46,18372.69,353,23,Aile,1
34,29023.3,21711.52,630,19,Ev Sahibi,1
64,40421.63,10061.97,540,22,Aile,1
40,35857.32,10533.59,829,17,Kiraci,0
32,42195.43,6198.77,782,17,Kiraci,0
54,45849.75,18516.01,486,21,Kiraci,1
38,52945.39,21231.49,561,13,Aile,1
31,43942.52,18662.18,663,17,Kiraci,1
19,52297.52,28395.94,790,14,Kiraci,1
28,45967.12,14955.23,730,14,Kiraci,0
56,15368.0,20349.93,538,5,Ev Sahibi,1
55,30909.97,6266.39,603,14,Aile,0
51,42838.69,11903.2,597,17,Aile,0
55,26854.58,20564.3,375,3,Aile,1
51,53998.93,21792.82,632,22,Ev Sahibi,1
35,67961.26,12648.26,773,7,Aile,0
47,63281.43,14427.21,582,14,Ev Sahibi,0
32,41798.36,2857.01,371,2,Ev Sahibi,1
44,67360.89,12143.77,562,14,Aile,1
51,47230.01,22123.07,311,12,Kiraci,1
55,39943.71,19601.64,440,8,Kiraci,1
50,35798.96,19005.33,316,1,Aile,1
41,40462.95,15398.19,362,23,Aile,1
32,39177.35,15056.51,552,7,Ev Sahibi,1
47,47556.24,9717.43,764,19,Aile,0
59,47408.61,20590.63,675,16,Ev Sahibi,1
34,45045.69,18367.78,819,12,Aile,1
22,51554.07,18936.15,389,0,Kiraci,1
46,62859.69,10791.72,474,1,Kiraci,1
21,59243.31,0.0,375,14,Aile,1
27,22726.53,23777.22,699,11,Ev Sahibi,1
34,15000.0,11169.3,370,13,Kiraci,1
27,59014.8,8097.79,479,24,Ev Sahibi,1
34,24496.82,20547.83,423,1,Aile,1
37,41628.52,11863.9,680,17,Aile,0
41,27448.3,23479.49,592,21,Kiraci,1
22,17970.29,19936.05,494,6,Aile,1
51,53121.94,20468.55,527,22,Kiraci,1
23,56387.33,4072.35,730,24,Ev Sahibi,0
19,36352.34,24695.55,735,5,Kiraci,1
30,15000.0,17090.0,760,13,Kiraci,1
60,36806.33,12045.78,320,7,Ev Sahibi,1
60,50877.06,16147.11,363,21,Kiraci,1
28,22816.33,790.12,464,1,Kiraci,1
64,47750.4,18269.22,326,16,Aile,1
40,44770.35,6765.03,610,4,Ev Sahibi,0
33,53689.37,4178.64,584,13,Kiraci,0
48,46793.71,2821.13,580,24,Ev Sahibi,0
28,30403.97,23901.51,463,23,Ev Sahibi,1
33,62948.57,9965.89,523,19,Kiraci,1
25,42622.06,27269.82,445,20,Aile,1
21,44590.43,10713.59,329,20,Ev Sahibi,1
57,31000.98,1341.14,344,21,Kiraci,1
21,38350.77,6067.8,770,2,Ev Sahibi,0
42,31727.96,24886.49,333,4,Aile,1
20,42405.81,13752.81,726,15,Aile,0
49,70675.63,10613.7,520,17,Aile,1
20,24421.48,16280.15,833,16,Kiraci,1
44,20796.58,19014.26,666,10,Kiraci,1
46,67067.55,23939.19,849,16,Aile,0
49,41860.14,26587.99,415,15,Kiraci,1
36,34963.91,12121.85,538,22,Aile,1
38,60598.57,4391.62,634,1,Kiraci,0
22,35915.77,11692.28,740,3,Aile,0
35,72390.15,17082.24,447,20,Ev Sahibi,1
45,55168.89,7289.93,308,6,Aile,1
59,37681.33,7342.79,587,1,Aile,0
39,77359.62,17750.3,687,5,Kiraci,0
38,35914.28,14610.78,349,16,Kiraci,1
23,56131.43,15262.38,816,6,Kiraci,0
18,49489.39,8932.04,577,24,Kiraci,1
22,64526.12,13156.79,599,4,Kiraci,0
58,68422.67,7606.13,434,4,Kiraci,1
29,45480.06,22121.59,446,19,Ev Sahibi,1
43,33698.73,23281.99,789,15,Aile,1
63,51899.58,230.5,777,18,Aile,0
51,34834.27,7563.91,458,8,Aile,1
31,75200.81,3027.77,683,4,Ev Sahibi,0
43,47048.03,9799.81,462,7,Aile,1
62,39520.18,14332.5,740,8,Ev Sahibi,0
44,47770.2,3402.84,488,4,Ev Sahibi,1
26,24793.11,7625.12,714,9,Ev Sahibi,0
43,30425.79,6968.34,638,24,Aile,0
64,63006.21,16658.14,480,1,Ev Sahibi,1
39,35146.59,15554.75,587,8,Aile,1
64,29296.34,9226.1,486,10,Aile,1
47,53049.79,16414.57,437,3,Kiraci,1
60,62785.56,10626.56,429,21,Kiraci,1
34,55784.3,12826.76,493,21,Ev Sahibi,1
43,59940.72,28387.62,615,21,Ev Sahibi,1
53,33648.07,25723.69,443,1,Aile,1
18,23672.84,4603.35,315,22,Ev Sahibi,1
25,67520.0,21637.86,601,5,Ev Sahibi,0
52,40159.8,21491.17,722,13,Aile,1
32,41237.5,5813.89,544,0,Ev Sahibi,1
64,64922.91,21550.22,406,17,Ev Sahibi,1
39,53343.45,27303.46,387,6,Aile,1
31,51838.32,6019.64,428,0,Aile,1
43,77475.04,7659.98,640,0,Kiraci,0
45,35347.23,23141.29,303,0,Aile,1
40,58917.6,17171.96,626,23,Kiraci,0
31,45855.2,19411.81,709,3,Ev Sahibi,1
41,49028.88,17724.71,605,3,Aile,0
19,67927.03,18125.57,524,17,Aile,1
62,52617.54,4388.22,647,10,Aile,0
43,53074.44,23378.54,620,0,Ev Sahibi,1
31,61087.61,24356.72,480,9,Kiraci,1
24,39525.71,13164.87,685,8,Ev Sahibi,0
20,32411.85,14652.18,407,22,Ev Sahibi,1
64,29327.86,2751.14,830,3,Aile,0
40,15504.65,19114.04,709,5,Kiraci,1
63,75843.11,19576.46,595,15,Ev Sahibi,0
60,28451.87,14502.47,470,1,Aile,1
64,41681.2,23994.83,630,22,Ev Sahibi,1
62,40847.8,12327.38,792,17,Ev Sahibi,0
35,49611.1,19516.85,494,9,Aile,1
55,57236.06,6842.69,311,23,Aile,1
52,57907.1,14811.58,494,23,Kiraci,1
32,36253.84,13605.17,789,16,Ev Sahibi,0
42,42493.17,16802.46,481,12,Aile,1
54,49238.7,12043.78,615,23,Aile,0
45,41269.63,13948.22,329,17,Kiraci,1
27,69110.18,21608.38,395,21,Kiraci,1
56,52364.62,11505.89,680,12,Aile,0
34,56023.17,2147.38,743,16,Kiraci,0
56,54943.22,28996.67,597,4,Aile,1
39,62602.11,26051.63,660,10,Ev Sahibi,1
43,47715.32,4661.9,673,6,Kiraci,0
61,25547.52,20517.66,602,9,Ev Sahibi,1
42,50995.32,10976.2,720,16,Ev Sahibi,0
34,35229.65,17107.9,545,14,Ev Sahibi,1
30,37070.75,17353.79,536,17,Aile,1
37,53795.46,13124.74,833,22,Ev Sahibi,0
42,63574.25,8729.87,484,21,Ev Sahibi,1
21,45319.07,9475.67,767,18,Ev Sahibi,0
27,49632.5,7670.46,662,1,Aile,0
20,70533.22,8345.42,582,3,Ev Sahibi,0
58,48611.3,14462.57,635,2,Ev Sahibi,0
62,84025.25,9273.92,461,6,Kiraci,1
35,53482.64,20456.42,459,23,Aile,1
64,18588.56,26897.97,773,17,Ev Sahibi,1
53,56300.12,10359.57,621,9,Kiraci,0
64,50717.38,16915.24,311,6,Aile,1
39,64346.29,18997.48,723,7,Aile,0
51,55097.72,18776.02,372,5,Aile,1
64,42923.16,15607.64,500,21,Aile,1
25,26635.53,20941.46,821,0,Aile,1
57,41864.65,18857.99,804,3,Aile,1
61,32242.19,5098.7,338,13,Ev Sahibi,1
36,36292.15,21953.25,359,16,Ev Sahibi,1
59,53828.68,22098.33,620,19,Ev Sahibi,1
58,70048.57,8893.71,734,17,Ev Sahibi,0
54,50920.07,15303.5,707,10,Kiraci,0
23,27061.75,20466.63,685,20,Ev Sahibi,1
43,51669.04,13325.49,377,13,Aile,1
51,62949.47,23583.82,493,8,Ev Sahibi,1
62,35853.26,33910.98,584,14,Ev Sahibi,1
23,42989.74,8712.11,826,11,Aile,0
54,45220.32,3951.64,823,9,Ev Sahibi,0
50,33226.53,17430.55,455,18,Ev Sahibi,1
39,54724.21,20772.5,639,23,Ev Sahibi,0
38,43185.78,13153.07,424,18,Kiraci,1
23,51292.99,26626.09,579,5,Ev Sahibi,1
23,31687.62,4291.15,427,19,Aile,1
21,38438.13,20543.35,613,23,Aile,1
47,55835.72,10153.11,631,5,Ev Sahibi,0
28,39407.5,28755.02,449,7,Ev Sahibi,1
47,70904.46,30940.12,753,0,Ev Sahibi,1
48,39005.46,8866.75,335,21,Aile,1
41,48370.27,10603.54,719,16,Aile,0
26,58988.86,21876.7,321,16,Kiraci,1
20,23724.51,11902.95,505,23,Kiraci,1
48,18587.87,14636.71,655,14,Kiraci,1
57,22115.16,15203.11,739,6,Aile,1
54,63938.76,0.0,395,18,Kiraci,1
53,36722.13,14889.3,463,21,Ev Sahibi,1
41,83372.99,9482.18,447,24,Ev Sahibi,1
48,36536.29,11055.02,829,22,Aile,0
23,47768.27,26549.06,593,2,Kiraci,1
19,68131.65,4947.94,494,21,Ev Sahibi,1
37,75091.39,21505.64,779,10,Aile,0
45,75922.55,12768.3,422,19,Kiraci,1
28,63125.49,12761.92,699,18,Ev Sahibi,0
21,60360.94,21322.98,751,8,Kiraci,0
32,53887.9,17720.41,403,9,Aile,1
23,56675.42,19564.9,761,1,Kiraci,0
47,36732.21,22745.48,695,0,Aile,1
55,32727.02,12349.53,636,15,Kiraci,0
19,44949.38,10102.11,441,17,Ev Sahibi,1
32,42447.23,6318.8,616,22,Aile,0
28,38201.58,8396.72,826,16,Aile,0
25,55445.81,38592.76,700,5,Aile,1
43,59329.58,24957.44,609,13,Kiraci,1
62,46326.1,4191.41,794,22,Kiraci,0
61,67162.95,4420.34,408,24,Ev Sahibi,1
22,27874.66,18854.93,671,14,Aile,1
23,42095.11,19378.12,505,13,Aile,1
43,34247.67,19391.07,342,23,Kiraci,1
21,17001.95,12960.35,544,21,Kiraci,1
36,43759.79,13996.37,586,2,Ev Sahibi,0
37,43173.79,17623.04,654,23,Ev Sahibi,1
50,67701.75,15687.14,775,22,Kiraci,0
37,54462.18,0.0,382,18,Aile,1
29,29637.2,13161.6,409,24,Ev Sahibi,1
64,72811.39,8188.75,489,11,Kiraci,1
18,63315.51,16401.69,550,1,Kiraci,1
43,53731.47,38882.07,590,2,Aile,1
31,41602.74,17939.85,500,17,Kiraci,1
55,30608.41,12491.76,625,0,Kiraci,1
54,39416.9,22374.41,810,19,Ev Sahibi,1
28,61331.23,18861.5,708,20,Kiraci,0
53,73268.79,18360.76,807,5,Kiraci,0
30,68148.65,19854.8,371,4,Ev Sahibi,1
60,37667.26,31452.35,546,0,Aile,1
20,28205.74,5952.89,643,18,Aile,0
50,47113.29,18789.06,353,0,Ev Sahibi,1
23,18473.41,7588.95,827,20,Ev Sahibi,1
27,49847.52,19444.1,831,20,Aile,0
22,42785.96,7650.51,492,15,Aile,1
40,38009.45,11661.07,357,11,Aile,1
27,21079.45,12639.28,736,21,Aile,1
61,52704.0,22806.53,410,7,Aile,1
19,37009.49,22347.64,428,15,Ev Sahibi,1
